,close
719,608.2
720,610.8
721,604.3
722,588.6
723,599.3
724,587.7
725,586.1
726,591.1
727,577.5
728,568.1
729,578.2
730,573.0
731,581.7
732,567.4
733,570.0
734,582.2
735,576.9
736,580.1
737,556.7
738,513.6
739,497.7
740,526.0
741,490.7
742,510.6
743,516.9
744,524.7
745,524.8
746,533.8
747,532.4
748,544.8
749,585.3
750,576.2
751,568.9
752,571.9
753,593.4
754,593.1
755,602.5
756,587.2
757,581.9
758,574.9
759,570.6
760,580.9
761,581.6
762,583.9
763,574.3
764,588.2
765,576.5
766,575.1
767,542.9
768,529.6
769,496.9
770,464.2
771,484.8
772,475.0
773,517.1
774,508.7
775,523.1
776,503.4
777,518.2
778,524.2
779,523.4
780,519.2
781,519.7
782,541.6
783,531.2
784,558.4
785,569.4
786,570.1
787,582.9
788,591.7
789,580.5
790,573.9
791,548.2
792,533.3
793,537.0
794,536.4
795,535.2
796,532.9
797,512.4
798,526.3
799,518.7
800,507.6
801,502.4
802,487.2
803,493.5
804,503.1
805,518.7
806,517.0
807,530.1
808,544.5
809,556.4
810,553.3
811,553.4
812,533.7
813,546.2
814,559.5
815,567.0
816,569.0
817,588.6
818,588.7
819,604.5
820,605.9
821,587.4
822,596.3
823,606.8
824,601.1
825,595.6
826,567.4
827,547.3
828,542.5
829,544.8
830,555.3
831,563.0
832,570.3
833,564.3
834,580.8
835,570.7
836,563.9
837,573.6
838,576.6
839,572.2
840,589.1
841,594.5
842,600.9
843,592.9
844,599.2
845,597.7
846,605.9
847,598.8
848,593.8
849,584.9
850,594.5
851,575.3
852,583.4
853,589.2
854,601.1
855,606.3
856,595.6
857,576.6
858,573.1
859,568.6
860,557.7
861,552.5
862,563.21
863,592.22
864,598.26
865,597.82
866,624.66
867,627.33
868,659.63
869,625.33
870,620.68
871,622.3
872,619.37
873,622.69
874,618.9
875,618.93
876,615.5
877,605.39
878,621.86
879,633.0
880,650.42
881,659.65
882,636.2
883,613.51
884,644.14
885,653.83
886,654.67
887,653.43
888,655.99
889,647.82
890,734.64
891,739.53
892,717.1
893,730.22
894,749.72
895,742.0
896,689.19
897,676.8
898,711.21
899,705.77
900,725.72
901,715.79
902,718.87
903,720.58
904,717.69
905,686.38
906,665.62
907,678.6
908,663.49
909,649.77
910,694.16
911,696.9
912,702.72
913,689.4
914,691.85
915,722.13
916,694.71
917,705.36
918,702.3
919,707.84
920,706.25
921,714.88
922,713.41
923,709.29
924,729.42
925,698.01
926,696.03
927,685.48
928,693.21
929,696.7
930,693.34
931,688.64
932,698.89
933,714.59
934,708.1
935,721.76
936,709.52
937,683.19
938,682.51
939,692.21
940,695.52
941,689.74
942,680.45
943,686.4
944,667.37
945,679.74
946,661.29
947,667.97
948,677.53
949,677.47
950,652.94
951,617.8
952,617.21
953,572.69
954,569.55
955,571.72
956,577.71
957,612.39
958,615.81
959,618.65
960,642.11
961,696.93
962,664.72
963,659.71
964,662.21
965,673.1
966,667.51
967,648.18
968,653.38
969,656.36
970,647.47
971,668.57
972,658.42
973,614.2
974,623.49
975,611.57
976,605.41
977,588.07
978,607.93
979,623.94
980,576.1
981,584.01
982,598.24
983,596.5
984,594.77
985,593.1
986,554.65
987,531.49
988,551.61
989,569.87
990,579.8
991,587.76
992,619.83
993,602.2
994,631.69
995,627.81
996,618.7
997,630.47
998,635.17
999,626.28
