,Close
0,4023.96826171875
1,4035.826416015625
2,4022.168212890625
3,3963.070556640625
4,3985.080810546875
5,4087.066162109375
6,4069.107177734375
7,4098.37451171875
8,4106.66015625
9,4105.404296875
10,4158.18310546875
11,4879.8779296875
12,4973.02197265625
13,4922.798828125
14,5036.68115234375
15,5059.8173828125
16,5198.89697265625
17,5289.77099609375
18,5204.95849609375
19,5324.5517578125
20,5064.48779296875
21,5089.5390625
22,5096.58642578125
23,5167.72216796875
24,5067.1083984375
25,5235.5595703125
26,5251.93798828125
27,5298.3857421875
28,5303.8125
29,5337.88623046875
30,5314.53125
31,5399.365234375
32,5572.3623046875
33,5464.86669921875
34,5210.515625
35,5279.34814453125
36,5268.291015625
37,5285.13916015625
38,5247.3525390625
39,5350.7265625
40,5402.697265625
41,5505.28369140625
42,5768.28955078125
43,5831.16748046875
44,5795.70849609375
45,5746.80712890625
46,5829.50146484375
47,5982.45751953125
48,6174.52880859375
49,6378.84912109375
50,7204.771484375
51,6972.37158203125
52,7814.9150390625
53,7994.416015625
54,8205.16796875
55,7884.9091796875
56,7343.8955078125
57,7271.2080078125
58,8197.689453125
59,7978.30908203125
60,7963.32763671875
61,7680.06640625
62,7881.8466796875
63,7987.37158203125
64,8052.5439453125
65,8673.2158203125
66,8805.7783203125
67,8719.9619140625
68,8659.4873046875
69,8319.47265625
70,8574.501953125
71,8564.0166015625
72,8742.9580078125
73,8208.9951171875
74,7707.77099609375
75,7824.2314453125
76,7822.0234375
77,8043.951171875
78,7954.1279296875
79,7688.0771484375
80,8000.32958984375
81,7927.71435546875
82,8145.857421875
83,8230.923828125
84,8693.8330078125
85,8838.375
86,8994.48828125
87,9320.3525390625
88,9081.7626953125
89,9273.521484375
90,9527.16015625
91,10144.556640625
92,10701.69140625
93,10855.37109375
94,11011.1025390625
95,11790.9169921875
96,13016.2314453125
97,11182.806640625
98,12407.33203125
99,11959.37109375
100,10817.1552734375
101,10583.134765625
102,10801.677734375
103,11961.26953125
104,11215.4375
105,10978.4599609375
106,11208.55078125
107,11450.8466796875
108,12285.9580078125
109,12573.8125
110,12156.5126953125
111,11358.662109375
112,11815.986328125
113,11392.37890625
114,10256.05859375
115,10895.08984375
116,9477.6416015625
117,9693.802734375
118,10666.482421875
119,10530.732421875
120,10767.1396484375
121,10599.10546875
122,10343.1064453125
123,9900.767578125
124,9811.92578125
125,9911.841796875
126,9870.3037109375
127,9477.677734375
128,9552.8603515625
129,9519.1455078125
130,9607.423828125
131,10085.6279296875
132,10399.6689453125
133,10518.1748046875
134,10821.7265625
135,10970.1845703125
136,11805.6533203125
137,11478.1689453125
138,11941.96875
139,11966.4072265625
140,11862.9365234375
141,11354.0244140625
142,11523.5791015625
143,11382.6162109375
144,10895.830078125
145,10051.7041015625
146,10311.5458984375
147,10374.3388671875
148,10231.744140625
149,10345.810546875
150,10916.0537109375
151,10763.232421875
152,10138.0498046875
153,10131.0556640625
154,10407.96484375
155,10159.9609375
156,10138.517578125
