,close
601,0.5571
602,0.5626
603,0.5622
604,0.5491
605,0.541
606,0.5342
607,0.545
608,0.5425
609,0.5506
610,0.5861
611,0.575
612,0.5867
613,0.6013
614,0.6442
615,0.6271
616,0.6477
617,0.5912
618,0.6121
619,0.627
620,0.62
621,0.6197
622,0.608
623,0.723
624,0.688
625,0.6891
626,0.669
627,0.6342
628,0.6031
629,0.6191
630,0.6453
631,0.5845
632,0.6107
633,0.6404
634,0.6115
635,0.6167
636,0.6325
637,0.6406
638,0.6317
639,0.6118
640,0.6244
641,0.6301
642,0.6212
643,0.6292
644,0.611
645,0.5854
646,0.5742
647,0.5935
648,0.5871
649,0.593
650,0.5944
651,0.6147
652,0.6141
653,0.6172
654,0.6086
655,0.5468
656,0.4788
657,0.5033
658,0.4977
659,0.4965
660,0.4951
661,0.5025
662,0.503
663,0.5288
664,0.5246
665,0.556
666,0.5445
667,0.5275
668,0.5254
669,0.5261
670,0.5179
671,0.5103
672,0.5151
673,0.5006
674,0.5175
675,0.518
676,0.5317
677,0.5302
678,0.5296
679,0.5402
680,0.5245
681,0.5171
682,0.5209
683,0.5022
684,0.5059
685,0.4993
686,0.5053
687,0.5002
688,0.5188
689,0.5157
690,0.5234
691,0.5213
692,0.5096
693,0.5377
694,0.537
695,0.5268
696,0.5289
697,0.536
698,0.5416
699,0.5283
700,0.534
701,0.5287
702,0.5238
703,0.5186
704,0.5176
705,0.5187
706,0.5135
707,0.5199
708,0.5257
709,0.5258
710,0.5215
711,0.4991
712,0.4926
713,0.4986
714,0.4969
715,0.4802
716,0.4916
717,0.4769
718,0.4746
719,0.4908
720,0.4891
721,0.5047
722,0.491
723,0.4933
724,0.4888
725,0.4889
726,0.4866
727,0.4797
728,0.474
729,0.4757
730,0.4698
731,0.4753
732,0.4716
733,0.4727
734,0.4761
735,0.477
736,0.4853
737,0.4672
738,0.4329
739,0.4251
740,0.4488
741,0.4195
742,0.4316
743,0.4356
744,0.4388
745,0.4491
746,0.4745
747,0.5257
748,0.5205
749,0.5372
750,0.5793
751,0.626
752,0.5697
753,0.5733
754,0.5937
755,0.5984
756,0.608
757,0.5975
758,0.6179
759,0.5996
760,0.6034
761,0.5956
762,0.6012
763,0.6019
764,0.6277
765,0.623
766,0.5964
767,0.5607
768,0.5558
769,0.5228
770,0.4889
771,0.5062
772,0.6002
773,0.6166
774,0.5805
775,0.5841
776,0.5528
777,0.5684
778,0.577
779,0.5687
780,0.5607
781,0.5638
782,0.5665
783,0.5631
784,0.5985
785,0.5937
786,0.5999
787,0.5976
788,0.6109
789,0.6127
790,0.6
791,0.5874
792,0.5666
793,0.5693
794,0.5619
795,0.5667
796,0.5662
797,0.5472
798,0.5677
799,0.5572
800,0.5579
801,0.5444
802,0.5211
803,0.5248
804,0.5295
805,0.5395
806,0.5408
807,0.5348
808,0.5626
809,0.5728
810,0.5956
811,0.5706
812,0.5866
813,0.5839
814,0.5852
815,0.5868
816,0.5851
817,0.5976
818,0.5871
819,0.5847
820,0.5911
821,0.5831
822,0.5905
823,0.5888
824,0.6138
825,0.6412
826,0.6114
827,0.5967
828,0.5383
829,0.5217
830,0.534
831,0.5294
832,0.5336
833,0.5286
834,0.531
835,0.5245
836,0.5305
837,0.5388
838,0.5393
839,0.5321
840,0.5483
841,0.5417
842,0.5482
843,0.5441
844,0.5465
845,0.544
846,0.5482
847,0.5449
848,0.5339
849,0.5258
850,0.532
851,0.5022
852,0.5134
853,0.5168
854,0.5195
855,0.5284
856,0.5229
857,0.5095
858,0.5131
859,0.5103
860,0.503
861,0.5035
862,0.514
863,0.5418
864,0.5556
865,0.5537
866,0.5593
867,0.5884
868,0.6207
869,0.704
870,0.6898
871,0.7736
872,0.8922
873,1.1209
874,1.0543
875,1.1137
876,1.1003
877,1.1041
878,1.247
879,1.4726
880,1.4685
881,1.4331
882,1.4142
883,1.3984
884,1.4696
885,1.5421
886,1.8006
887,1.9513
888,2.2937
889,2.7245
890,2.5102
891,2.3574
892,2.2446
893,2.4257
894,2.6099
895,2.6013
896,2.2124
897,2.3709
898,2.3941
899,2.3384
900,2.4217
901,2.4005
902,2.4469
903,2.4841
904,2.5673
905,2.3103
906,2.239
907,2.2793
908,2.238
909,2.2031
910,2.2617
911,2.3238
912,2.2973
913,2.1559
914,2.1466
915,2.1843
916,2.0942
917,2.0587
918,2.0836
919,2.3328
920,2.4024
921,2.4547
922,2.4201
923,2.3994
924,2.42
925,2.2712
926,2.3731
927,2.2722
928,2.3414
929,2.5764
930,2.5046
931,2.5232
932,2.6673
933,3.1429
934,3.2451
935,3.2922
936,3.2697
937,2.9587
938,3.1053
939,3.1738
940,3.1803
941,3.1194
942,3.1009
943,3.108
944,3.0223
945,3.0552
946,3.0572
947,3.0683
948,3.1276
949,3.0361
950,2.8778
951,2.58
952,2.7001
953,2.5274
954,2.381
955,2.325
956,2.3968
957,2.419
958,2.3928
959,2.4237
960,2.4131
961,2.4734
962,2.5599
963,2.7384
964,2.7619
965,2.7283
966,2.6599
967,2.5628
968,2.7378
969,2.6877
970,2.5721
971,2.574
972,2.5763
973,2.2783
974,2.3222
975,2.1982
976,2.1985
977,2.1453
978,2.1916
979,2.9396
980,2.3873
981,2.4543
982,2.4998
983,2.6001
984,2.3855
985,2.3261
986,2.1387
987,2.0216
988,2.1711
989,2.2396
990,2.2527
991,2.3564
992,2.3911
993,2.2938
994,2.3382
995,2.2851
996,2.5469
997,2.4361
998,2.3809
999,2.385
